image_name,turning_angle
2025-06-16 17-33-26-386273.png,-0.0327181660000000
2025-06-16 17-33-26-725384.png,-0.0473934400000000
2025-06-16 17-33-27-064965.png,-0.0480201260000000
2025-06-16 17-33-27-384196.png,-0.0305711960000000
2025-06-16 17-33-27-723495.png,-0.0200886250000000
2025-06-16 17-33-28-154488.png,-0.0177457930000000
2025-06-16 17-33-28-535909.png,0.0208164960000000
2025-06-16 17-33-28-871017.png,0.0651768510000000
2025-06-16 17-33-29-189499.png,0.0671928960000000
2025-06-16 17-33-29-516065.png,0.0076837150000000
2025-06-16 17-33-29-842360.png,-0.0815818420000000
2025-06-16 17-33-30-185224.png,0.0069275500000000
2025-06-16 17-33-30-585787.png,0.0738540300000000
2025-06-16 17-33-30-930889.png,0.0752625800000000
2025-06-16 17-33-31-279629.png,-0.0189105300000000
2025-06-16 17-33-31-603571.png,-0.0284383720000000
2025-06-16 17-33-31-936314.png,0.0225292590000000
2025-06-16 17-33-32-264698.png,-0.0083146770000000
2025-06-16 17-33-32-587112.png,-0.0646622220000000
2025-06-16 17-33-32-938729.png,-0.0196551850000000
2025-06-16 17-33-33-366663.png,0.0083884240000000
2025-06-16 17-33-33-698124.png,0.0095519210000000
2025-06-16 17-33-34-027192.png,0.0096062820000000
2025-06-16 17-33-34-340466.png,0.0096081010000000
2025-06-16 17-33-34-680302.png,0.0096081610000000
2025-06-16 17-33-34-966685.png,-0.0139421680000000
2025-06-16 17-33-35-297227.png,0.0099536110000000
2025-06-16 17-33-35-632168.png,0.0280415240000000
2025-06-16 17-33-35-953880.png,0.0128145550000000
2025-06-16 17-33-36-277894.png,0.0097320730000000
2025-06-16 17-33-36-608969.png,-0.0328041260000000
2025-06-16 17-33-36-992877.png,-0.0382200450000000
2025-06-16 17-33-37-369364.png,-0.0229855070000000
2025-06-16 17-33-37-715339.png,-0.0193632290000000
2025-06-16 17-33-38-072951.png,-0.0037838860000000
2025-06-16 17-33-38-417303.png,-0.0001471630000000
2025-06-16 17-33-38-756935.png,0.0249375390000000
2025-06-16 17-33-39-133292.png,-0.0002892370000000
2025-06-16 17-33-39-500079.png,-0.0184291360000000
2025-06-16 17-33-39-832569.png,0.0386807650000000
2025-06-16 17-33-40-155740.png,0.0476872840000000
2025-06-16 17-33-40-455526.png,-0.0214480540000000
2025-06-16 17-33-40-793424.png,-0.0285393720000000
2025-06-16 17-33-41-124907.png,-0.0288146080000000
2025-06-16 17-33-41-467794.png,-0.0209614320000000
2025-06-16 17-33-41-798490.png,-0.0068007350000000
2025-06-16 17-33-42-143050.png,0.0454112090000000
2025-06-16 17-33-42-552960.png,0.0152563210000000
2025-06-16 17-33-42-906078.png,-0.0085615130000000
2025-06-16 17-33-43-225723.png,-0.0095600770000000
2025-06-16 17-33-43-569951.png,0.0039282370000000
2025-06-16 17-33-43-911632.png,0.0185618940000000
2025-06-16 17-33-44-251123.png,-0.0067929190000000
2025-06-16 17-33-44-588856.png,-0.0094991230000000
2025-06-16 17-33-44-916323.png,-0.0096037500000000
2025-06-16 17-33-45-359709.png,0.0079478180000000
2025-06-16 17-33-45-682155.png,0.0187493120000000
2025-06-16 17-33-46-046737.png,0.0191949490000000
2025-06-16 17-33-46-390370.png,0.0014630660000000
2025-06-16 17-33-46-699680.png,-0.0367001990000000
2025-06-16 17-33-47-017329.png,-0.0147256460000000
2025-06-16 17-33-47-348203.png,0.0177496310000000
2025-06-16 17-33-47-741437.png,0.0191515270000000
2025-06-16 17-33-48-075088.png,0.0192147340000000
2025-06-16 17-33-48-403470.png,0.0192166820000000
2025-06-16 17-33-48-730759.png,0.0177117460000000
2025-06-16 17-33-49-052791.png,0.0099656380000000
2025-06-16 17-33-49-389059.png,-0.0322067080000000
2025-06-16 17-33-49-732418.png,-0.0474136950000000
2025-06-16 17-33-50-064723.png,-0.0140524000000000
2025-06-16 17-33-50-384783.png,-0.0005670130000000
2025-06-16 17-33-50-699916.png,-0.0000267000000000
2025-06-16 17-33-51-038649.png,-0.0000009570000000
2025-06-16 17-33-51-425578.png,-0.0000000190000000
2025-06-16 17-33-51-799132.png,-0.0000000040100000
2025-06-16 17-33-52-141913.png,-0.0000000061300000
2025-06-16 17-33-52-490455.png,-0.0000000082700000
2025-06-16 17-33-52-816823.png,-0.0000000057900000
2025-06-16 17-33-53-155942.png,-0.0000000000445000
2025-06-16 17-33-53-652676.png,0.0000000056900000
2025-06-16 17-33-53-934688.png,0.0000000081600000
2025-06-16 17-33-54-282950.png,0.0000000059700000
2025-06-16 17-33-54-590446.png,0.0000000003570000
2025-06-16 17-33-54-885515.png,-0.0000000054900000
2025-06-16 17-33-55-163344.png,-0.0000000082500000
2025-06-16 17-33-55-471084.png,-0.0000000063600000
2025-06-16 17-33-55-813850.png,-0.0000000009010000
2025-06-16 17-33-56-138050.png,0.0000000050400000
2025-06-16 17-33-56-477088.png,0.0000000080900000
2025-06-16 17-33-56-799787.png,0.0263878900000000
2025-06-16 17-33-57-126652.png,0.0379484680000000
2025-06-16 17-33-57-465079.png,-0.0075626490000000
2025-06-16 17-33-57-896324.png,-0.0187600240000000
2025-06-16 17-33-58-240118.png,-0.0191955990000000
2025-06-16 17-33-58-589236.png,-0.0192159020000000
2025-06-16 17-33-58-940155.png,-0.0192167630000000
2025-06-16 17-33-59-275619.png,0.0078416140000000
2025-06-16 17-33-59-606909.png,0.0095372850000000
2025-06-16 17-34-00-027504.png,-0.0258137290000000
2025-06-16 17-34-00-377110.png,-0.0287081810000000
2025-06-16 17-34-00-721134.png,-0.0333765460000000
2025-06-16 17-34-01-063614.png,-0.0382205520000000
2025-06-16 17-34-01-409795.png,-0.0384273610000000
2025-06-16 17-34-01-737192.png,-0.0720746510000000
2025-06-16 17-34-02-055262.png,-0.0767173080000000
2025-06-16 17-34-02-431870.png,-0.0483421120000000
2025-06-16 17-34-02-733662.png,-0.0204599440000000
2025-06-16 17-34-02-972376.png,-0.0150552240000000
2025-06-16 17-34-03-386412.png,0.0176364990000000
2025-06-16 17-34-03-746512.png,0.0191502530000000
2025-06-16 17-34-04-071039.png,-0.0581415040000000
2025-06-16 17-34-04-412259.png,-0.0669270300000000
2025-06-16 17-34-04-740978.png,-0.0437014330000000
2025-06-16 17-34-05-086692.png,-0.0386412260000000
2025-06-16 17-34-05-434379.png,-0.0148108620000000
2025-06-16 17-34-05-877203.png,0.0360485120000000
2025-06-16 17-34-06-222207.png,-0.0061997570000000
2025-06-16 17-34-06-546571.png,-0.0206239660000000
2025-06-16 17-34-06-880494.png,-0.0284842220000000
2025-06-16 17-34-07-208090.png,-0.0367433650000000
2025-06-16 17-34-07-479652.png,-0.0930452960000000
2025-06-16 17-34-07-842600.png,-0.0960269760000000
2025-06-16 17-34-08-195290.png,-0.0873296910000000
2025-06-16 17-34-08-617660.png,-0.0284496830000000
2025-06-16 17-34-08-963515.png,0.0080127000000000
2025-06-16 17-34-09-312924.png,0.0095353010000000
2025-06-16 17-34-09-648615.png,0.0096056970000000
2025-06-16 17-34-09-991014.png,0.0096080690000000
2025-06-16 17-34-10-319865.png,0.0096081740000000
2025-06-16 17-34-10-739664.png,-0.0177143160000000
2025-06-16 17-34-11-064037.png,-0.0412931590000000
2025-06-16 17-34-11-398408.png,-0.0661673730000000
2025-06-16 17-34-11-734215.png,-0.0672321380000000
2025-06-16 17-34-12-046962.png,-0.0672810130000000
2025-06-16 17-34-12-390272.png,-0.0408821160000000
2025-06-16 17-34-12-738285.png,-0.0293155080000000
2025-06-16 17-34-13-076684.png,0.0110735100000000
2025-06-16 17-34-13-458116.png,0.0372926040000000
2025-06-16 17-34-13-821445.png,-0.0298471170000000
2025-06-16 17-34-14-163463.png,-0.0381040090000000
2025-06-16 17-34-14-493099.png,-0.0844469460000000
2025-06-16 17-34-14-822774.png,-0.0956963020000000
2025-06-16 17-34-15-169240.png,-0.0724709510000000
2025-06-16 17-34-15-513679.png,0.0051443790000000
2025-06-16 17-34-15-946566.png,0.0094228760000000
2025-06-16 17-34-16-298742.png,0.0096017990000000
2025-06-16 17-34-16-633222.png,0.0096077920000000
2025-06-16 17-34-16-957667.png,-0.0036530480000000
2025-06-16 17-34-17-289943.png,-0.0093673910000000
2025-06-16 17-34-17-625193.png,-0.0255720120000000
2025-06-16 17-34-17-947622.png,-0.0287007750000000
2025-06-16 17-34-18-271104.png,-0.0840855840000000
2025-06-16 17-34-18-664530.png,-0.1049100060000000
2025-06-16 17-34-19-016740.png,-0.0422076540000000
2025-06-16 17-34-19-346298.png,-0.0109567290000000
2025-06-16 17-34-19-694336.png,0.0257490830000000
2025-06-16 17-34-20-048097.png,0.0287058680000000
2025-06-16 17-34-20-383179.png,-0.0060818650000000
2025-06-16 17-34-20-689597.png,-0.0094713550000000
2025-06-16 17-34-21-024881.png,-0.0096027110000000
2025-06-16 17-34-21-401271.png,-0.0096078540000000
2025-06-16 17-34-21-747220.png,-0.0096081720000000
2025-06-16 17-34-22-071855.png,0.0060956060000000
2025-06-16 17-34-22-405967.png,0.0171584070000000
2025-06-16 17-34-22-748400.png,-0.0173823590000000
2025-06-16 17-34-23-089123.png,0.0412276110000000
2025-06-16 17-34-23-396720.png,0.0477849300000000
2025-06-16 17-34-23-734616.png,0.0131289350000000
2025-06-16 17-34-24-053306.png,0.0097447140000000
2025-06-16 17-34-24-375176.png,0.0016837060000000
2025-06-16 17-34-24-753652.png,-0.0366021850000000
2025-06-16 17-34-25-140870.png,-0.0064815690000000
2025-06-16 17-34-25-459192.png,-0.0002512530000000
2025-06-16 17-34-25-798130.png,-0.0000114000000000
2025-06-16 17-34-26-133241.png,-0.0000005070000000
2025-06-16 17-34-26-464310.png,-0.0000000012100000
2025-06-16 17-34-26-814648.png,-0.0000000038700000
2025-06-16 17-34-27-208295.png,-0.0000000101000000
2025-06-16 17-34-27-579134.png,-0.0000000117000000
2025-06-16 17-34-27-899656.png,-0.0000000068200000
2025-06-16 17-34-28-249349.png,0.0000000019200000
2025-06-16 17-34-28-583585.png,0.0000000095200000
2025-06-16 17-34-28-909195.png,0.0000000117000000
2025-06-16 17-34-29-458016.png,0.0000000071900000
2025-06-16 17-34-29-828531.png,-0.0000000014200000
2025-06-16 17-34-30-116659.png,-0.0000000092600000
2025-06-16 17-34-30-402665.png,-0.0000000119000000
2025-06-16 17-34-30-689059.png,-0.0000000077800000
2025-06-16 17-34-31-009702.png,0.0000000006900000
2025-06-16 17-34-31-348286.png,0.0000000087300000
2025-06-16 17-34-31-676571.png,0.0000000118000000
2025-06-16 17-34-32-025534.png,0.0000000081100000
2025-06-16 17-34-32-452547.png,-0.0000000001930000
2025-06-16 17-34-32-818085.png,-0.0000000084100000
2025-06-16 17-34-33-146311.png,-0.0000000119000000
2025-06-16 17-34-33-496038.png,-0.0000000086500000
2025-06-16 17-34-33-818349.png,-0.0000000005380000
2025-06-16 17-34-34-145309.png,0.0000000078400000
2025-06-16 17-34-34-491308.png,0.0000000117000000
2025-06-16 17-34-34-869733.png,0.0000000089400000
2025-06-16 17-34-35-249233.png,0.0000000010300000
2025-06-16 17-34-35-574577.png,-0.0000000074900000
2025-06-16 17-34-35-901550.png,-0.0000000118000000
2025-06-16 17-34-36-256309.png,-0.0000000094300000
2025-06-16 17-34-36-585635.png,-0.0000000017600000
2025-06-16 17-34-36-926877.png,0.0000000068800000
2025-06-16 17-34-37-249399.png,0.0000000116000000
2025-06-16 17-34-37-668647.png,0.0000000096600000
2025-06-16 17-34-38-010520.png,0.0000000022400000
2025-06-16 17-34-38-352227.png,-0.0000000064800000
2025-06-16 17-34-38-684699.png,-0.0522634750000000
2025-06-16 17-34-38-993275.png,-0.0574548440000000
2025-06-16 17-34-39-328384.png,-0.0576564420000000
2025-06-16 17-34-39-626029.png,-0.0920179410000000
2025-06-16 17-34-39-964256.png,-0.0959960420000000
2025-06-16 17-34-40-365072.png,-0.0961495750000000
2025-06-16 17-34-40-718904.png,-0.0671534070000000
2025-06-16 17-34-41-066737.png,-0.0488460310000000
2025-06-16 17-34-41-424730.png,-0.0480869810000000
2025-06-16 17-34-41-746733.png,-0.0480511680000000
2025-06-16 17-34-42-067489.png,-0.0480499750000000
2025-06-16 17-34-42-408714.png,-0.0480499190000000
2025-06-16 17-34-42-855704.png,-0.0480499000000000
2025-06-16 17-34-43-192616.png,-0.0480498980000000
2025-06-16 17-34-43-509866.png,-0.0480499080000000
2025-06-16 17-34-43-851082.png,-0.0480499230000000
2025-06-16 17-34-44-168145.png,-0.0480499340000000
2025-06-16 17-34-44-493659.png,-0.0480499350000000
2025-06-16 17-34-44-834391.png,-0.0907527430000000
2025-06-16 17-34-45-186047.png,-0.1236169910000000
2025-06-16 17-34-45-494509.png,-0.1250028690000000
2025-06-16 17-34-45-913893.png,-0.1250676340000000
2025-06-16 17-34-46-265783.png,-0.1158506960000000
2025-06-16 17-34-46-607403.png,-0.0570924370000000
2025-06-16 17-34-46-931637.png,-0.0391824940000000
2025-06-16 17-34-47-274553.png,-0.0207174280000000
2025-06-16 17-34-47-605752.png,0.0620295090000000
2025-06-16 17-34-47-939702.png,-0.0132589040000000
2025-06-16 17-34-48-312749.png,-0.0466172820000000
2025-06-16 17-34-48-614730.png,-0.0479841960000000
2025-06-16 17-34-49-000844.png,0.0201859800000000
2025-06-16 17-34-49-356227.png,0.0284914700000000
2025-06-16 17-34-49-669549.png,0.0288121830000000
2025-06-16 17-34-50-002192.png,0.0028443620000000
2025-06-16 17-34-50-328719.png,0.0001099830000000
2025-06-16 17-34-50-652428.png,0.0000044500000000
2025-06-16 17-34-50-953058.png,0.0000002430000000
2025-06-16 17-34-51-282165.png,-0.0000000088100000
2025-06-16 17-34-51-685230.png,-0.0000000083500000
2025-06-16 17-34-52-060548.png,0.0000000004940000
2025-06-16 17-34-52-430790.png,0.0000000091500000
2025-06-16 17-34-52-772314.png,-0.0148194630000000
2025-06-16 17-34-53-094147.png,-0.0190439350000000
2025-06-16 17-34-53-423599.png,0.0267676960000000
2025-06-16 17-34-53-748968.png,0.0379798830000000
2025-06-16 17-34-54-084724.png,0.0294911330000000
2025-06-16 17-34-54-488057.png,0.0288525500000000
2025-06-16 17-34-54-840686.png,0.0288272960000000
2025-06-16 17-34-55-183587.png,0.0288263790000000
2025-06-16 17-34-55-507402.png,0.0445368760000000
2025-06-16 17-34-55-849452.png,0.0571110200000000
2025-06-16 17-34-56-186432.png,0.0659712320000000
2025-06-16 17-34-56-493182.png,0.0672323370000000
2025-06-16 17-34-56-834828.png,0.1610600220000000
2025-06-16 17-34-57-278398.png,0.2291440400000000
2025-06-16 17-34-57-604900.png,0.2280003490000000
2025-06-16 17-34-57-940652.png,0.1041493870000000
2025-06-16 17-34-58-266908.png,0.0635720350000000
2025-06-16 17-34-58-570033.png,-0.0233904770000000
2025-06-16 17-34-58-906743.png,-0.0286033640000000
2025-06-16 17-34-59-237215.png,0.0242222790000000
2025-06-16 17-34-59-556036.png,0.1221605140000000
2025-06-16 17-34-59-890471.png,0.1807749190000000
2025-06-16 17-35-00-299188.png,0.1150412990000000
2025-06-16 17-35-00-622942.png,0.0047385800000000
2025-06-16 17-35-00-957269.png,-0.0274269610000000
2025-06-16 17-35-01-296514.png,-0.0287630990000000
2025-06-16 17-35-01-628035.png,-0.0125757900000000
2025-06-16 17-35-01-965542.png,0.0086506350000000
2025-06-16 17-35-02-286787.png,-0.0219354570000000
2025-06-16 17-35-02-608686.png,-0.1184877810000000
2025-06-16 17-35-02-943527.png,-0.1248008880000000
2025-06-16 17-35-03-232098.png,-0.1250599490000000
2025-06-16 17-35-03-556406.png,-0.0465782820000000
2025-06-16 17-35-03-948492.png,-0.0295265160000000
2025-06-16 17-35-04-282827.png,0.0080396310000000
2025-06-16 17-35-04-649107.png,0.0463378050000000
2025-06-16 17-35-04-983826.png,-0.0461455360000000
2025-06-16 17-35-05-305712.png,-0.0572149350000000
2025-06-16 17-35-05-665317.png,-0.1003649190000000
2025-06-16 17-35-05-996938.png,-0.1332633390000000
2025-06-16 17-35-06-320143.png,-0.0536085460000000
2025-06-16 17-35-06-636348.png,-0.0390322080000000
2025-06-16 17-35-07-046863.png,-0.0384638250000000
2025-06-16 17-35-07-406568.png,-0.0384384230000000
2025-06-16 17-35-07-741454.png,-0.0437086810000000
2025-06-16 17-35-08-078449.png,-0.0478670540000000
2025-06-16 17-35-08-411089.png,-0.0716136610000000
2025-06-16 17-35-08-751331.png,-0.0766980750000000
2025-06-16 17-35-09-086623.png,-0.1005838950000000
2025-06-16 17-35-09-487758.png,-0.1517825090000000
2025-06-16 17-35-09-844557.png,-0.1540296070000000
2025-06-16 17-35-10-187429.png,-0.0754442940000000
2025-06-16 17-35-10-540557.png,-0.0583672860000000
2025-06-16 17-35-10-902010.png,0.0141133980000000
2025-06-16 17-35-11-274985.png,0.0466506810000000
2025-06-16 17-35-11-582080.png,-0.0303862000000000
2025-06-16 17-35-11-945598.png,-0.0488599620000000
2025-06-16 17-35-12-290353.png,-0.0846325130000000
2025-06-16 17-35-12-629320.png,-0.0864493450000000
2025-06-16 17-35-12-965429.png,-0.0865252320000000
2025-06-16 17-35-13-289298.png,-0.1380956830000000
2025-06-16 17-35-13-621010.png,-0.1441271540000000
2025-06-16 17-35-13-946918.png,-0.1073555750000000
2025-06-16 17-35-14-277701.png,-0.0202497630000000
2025-06-16 17-35-14-687371.png,0.0266099750000000
2025-06-16 17-35-15-037783.png,0.0287330410000000
2025-06-16 17-35-15-360204.png,0.0288231930000000
2025-06-16 17-35-15-705917.png,-0.0734102020000000
2025-06-16 17-35-16-048338.png,-0.0952513560000000
2025-06-16 17-35-16-394390.png,-0.0961149520000000
2025-06-16 17-35-16-742186.png,-0.0071238930000000
2025-06-16 17-35-17-168728.png,0.0273494660000000
2025-06-16 17-35-17-533496.png,-0.0543047960000000
2025-06-16 17-35-17-886327.png,-0.0912309550000000
2025-06-16 17-35-18-209215.png,-0.1051864600000000
2025-06-16 17-35-18-530755.png,-0.1499679060000000
2025-06-16 17-35-18-871359.png,-0.1539660630000000
2025-06-16 17-35-19-216018.png,-0.1540847820000000
2025-06-16 17-35-19-531264.png,-0.1541365360000000
2025-06-16 17-35-19-982278.png,-0.0353513230000000
2025-06-16 17-35-20-315092.png,0.0077441990000000
2025-06-16 17-35-20-650756.png,0.0776685350000000
2025-06-16 17-35-20-976265.png,0.1046413500000000
2025-06-16 17-35-21-318971.png,0.1042269880000000
2025-06-16 17-35-21-656088.png,0.0427330810000000
2025-06-16 17-35-21-999674.png,-0.0294847650000000
2025-06-16 17-35-22-422719.png,-0.0565165860000000
2025-06-16 17-35-22-758732.png,-0.0576115040000000
2025-06-16 17-35-23-080283.png,-0.0576629900000000
2025-06-16 17-35-23-410741.png,-0.0031707520000000
2025-06-16 17-35-23-727631.png,0.0091081950000000
2025-06-16 17-35-24-064788.png,0.0095851810000000
2025-06-16 17-35-24-394185.png,0.0096071970000000
2025-06-16 17-35-24-730366.png,0.0096081650000000
2025-06-16 17-35-25-063465.png,0.0096081710000000
2025-06-16 17-35-25-406264.png,0.0096081600000000
2025-06-16 17-35-25-696830.png,0.0096081490000000
2025-06-16 17-35-26-114001.png,0.0096081460000000
2025-06-16 17-35-26-460746.png,0.0096081530000000
2025-06-16 17-35-26-795035.png,0.0096081660000000
2025-06-16 17-35-27-152824.png,0.0096081770000000
2025-06-16 17-35-27-497339.png,0.0096081800000000
2025-06-16 17-35-27-888046.png,0.0096081740000000
2025-06-16 17-35-28-213589.png,0.0096081630000000
2025-06-16 17-35-28-568778.png,-0.0512955990000000
2025-06-16 17-35-28-900140.png,-0.0651453130000000
2025-06-16 17-35-29-221495.png,-0.0042630980000000
2025-06-16 17-35-29-565421.png,-0.0001703620000000
2025-06-16 17-35-29-915558.png,0.0441490600000000
2025-06-16 17-35-30-271279.png,0.1614203150000000
2025-06-16 17-35-30-694199.png,0.2383728160000000
2025-06-16 17-35-31-047118.png,0.2801696900000000
2025-06-16 17-35-31-396994.png,0.4171620860000000
2025-06-16 17-35-31-702441.png,0.4293255200000000
2025-06-16 17-35-32-050896.png,0.3996031700000000
2025-06-16 17-35-32-393467.png,0.2921380840000000
2025-06-16 17-35-32-726980.png,0.1050748130000000
2025-06-16 17-35-33-099636.png,-0.0877376310000000
2025-06-16 17-35-33-350116.png,-0.1435187090000000
2025-06-16 17-35-33-750280.png,-0.2952990510000000
2025-06-16 17-35-34-114979.png,-0.3587419520000000
2025-06-16 17-35-34-451783.png,-0.3368192590000000
2025-06-16 17-35-34-800706.png,-0.1624912730000000
2025-06-16 17-35-35-126832.png,-0.0294451250000000
2025-06-16 17-35-35-469018.png,0.0649413560000000
2025-06-16 17-35-35-802207.png,0.1846618550000000
2025-06-16 17-35-36-205654.png,0.1405447420000000
2025-06-16 17-35-36-562019.png,0.0039271660000000
2025-06-16 17-35-36-878097.png,-0.1261939160000000
2025-06-16 17-35-37-220838.png,-0.1694527880000000
2025-06-16 17-35-37-548366.png,-0.1923026800000000
2025-06-16 17-35-37-872632.png,-0.1164544180000000
2025-06-16 17-35-38-190090.png,0.0012106820000000
2025-06-16 17-35-38-537662.png,0.0092670290000000
2025-06-16 17-35-38-884168.png,-0.0427936590000000
2025-06-16 17-35-39-290217.png,-0.0570771680000000
2025-06-16 17-35-39-644044.png,-0.0576374660000000
2025-06-16 17-35-39-997090.png,-0.0635501260000000
2025-06-16 17-35-40-329929.png,-0.0671279130000000
2025-06-16 17-35-40-653517.png,-0.1197802870000000
2025-06-16 17-35-40-993702.png,-0.1341256700000000
2025-06-16 17-35-41-335524.png,-0.0828585050000000
2025-06-16 17-35-41-651588.png,-0.0311358240000000
2025-06-16 17-35-42-021965.png,-0.0289291100000000
2025-06-16 17-35-42-382737.png,-0.0288296810000000
2025-06-16 17-35-42-720928.png,-0.0105267570000000
2025-06-16 17-35-43-066669.png,-0.0096461470000000
