image_name,turning_angle
2025-06-16 17-33-18-827167.png,-0.08
2025-06-16 17-33-19-255352.png,-0.08
2025-06-16 17-33-19-618979.png,-0.08
2025-06-16 17-33-19-935007.png,-0.08
2025-06-16 17-33-20-264014.png,-0.08
2025-06-16 17-33-20-597356.png,-0.08
2025-06-16 17-33-20-916180.png,-0.04
2025-06-16 17-33-21-247434.png,-0.03
2025-06-16 17-33-21-562085.png,-0.03
2025-06-16 17-33-21-884324.png,-0.07
2025-06-16 17-33-22-259452.png,-0.10
2025-06-16 17-33-22-614014.png,-0.10
2025-06-16 17-33-22-950304.png,-0.10
2025-06-16 17-33-23-306997.png,-0.05
2025-06-16 17-33-23-654101.png,-0.04
2025-06-16 17-33-23-991747.png,-0.04
2025-06-16 17-33-24-322007.png,-0.04
2025-06-16 17-33-24-721145.png,-0.04
2025-06-16 17-33-25-031398.png,0.01
2025-06-16 17-33-25-372460.png,0.02
2025-06-16 17-33-25-706659.png,0.00
2025-06-16 17-33-26-043865.png,-0.02
2025-06-16 17-33-26-386273.png,-0.03
2025-06-16 17-33-26-725384.png,-0.05
2025-06-16 17-33-27-064965.png,-0.05
2025-06-16 17-33-27-384196.png,-0.03
2025-06-16 17-33-27-723495.png,-0.02
2025-06-16 17-33-28-154488.png,-0.02
2025-06-16 17-33-28-535909.png,0.02
2025-06-16 17-33-28-871017.png,0.07
2025-06-16 17-33-29-189499.png,0.07
2025-06-16 17-33-29-516065.png,0.01
2025-06-16 17-33-29-842360.png,-0.08
2025-06-16 17-33-30-185224.png,0.01
2025-06-16 17-33-30-585787.png,0.07
2025-06-16 17-33-30-930889.png,0.08
2025-06-16 17-33-31-279629.png,-0.02
2025-06-16 17-33-31-603571.png,-0.03
2025-06-16 17-33-31-936314.png,0.02
2025-06-16 17-33-32-264698.png,-0.01
2025-06-16 17-33-32-587112.png,-0.06
2025-06-16 17-33-32-938729.png,-0.02
2025-06-16 17-33-33-366663.png,0.01
2025-06-16 17-33-33-698124.png,0.01
2025-06-16 17-33-34-027192.png,0.01
2025-06-16 17-33-34-340466.png,0.01
2025-06-16 17-33-34-680302.png,0.01
2025-06-16 17-33-34-966685.png,-0.01
2025-06-16 17-33-35-297227.png,0.01
2025-06-16 17-33-35-632168.png,0.03
2025-06-16 17-33-35-953880.png,0.01
2025-06-16 17-33-36-277894.png,0.01
2025-06-16 17-33-36-608969.png,-0.03
2025-06-16 17-33-36-992877.png,-0.04
2025-06-16 17-33-37-369364.png,-0.02
2025-06-16 17-33-37-715339.png,-0.02
2025-06-16 17-33-38-072951.png,0.00
2025-06-16 17-33-38-417303.png,0.00
2025-06-16 17-33-38-756935.png,0.02
2025-06-16 17-33-39-133292.png,0.00
2025-06-16 17-33-39-500079.png,-0.02
2025-06-16 17-33-39-832569.png,0.04
2025-06-16 17-33-40-155740.png,0.05
2025-06-16 17-33-40-455526.png,-0.02
2025-06-16 17-33-40-793424.png,-0.03
2025-06-16 17-33-41-124907.png,-0.03
2025-06-16 17-33-41-467794.png,-0.02
2025-06-16 17-33-41-798490.png,-0.01
2025-06-16 17-33-42-143050.png,0.05
2025-06-16 17-33-42-552960.png,0.02
2025-06-16 17-33-42-906078.png,-0.01
2025-06-16 17-33-43-225723.png,-0.01
2025-06-16 17-33-43-569951.png,0.00
2025-06-16 17-33-43-911632.png,0.02
2025-06-16 17-33-44-251123.png,-0.01
2025-06-16 17-33-44-588856.png,-0.01
2025-06-16 17-33-44-916323.png,-0.01
2025-06-16 17-33-45-359709.png,0.01
2025-06-16 17-33-45-682155.png,0.02
2025-06-16 17-33-46-046737.png,0.02
2025-06-16 17-33-46-390370.png,0.00
2025-06-16 17-33-46-699680.png,-0.04
2025-06-16 17-33-47-017329.png,-0.01
2025-06-16 17-33-47-348203.png,0.02
2025-06-16 17-33-47-741437.png,0.02
2025-06-16 17-33-48-075088.png,0.02
2025-06-16 17-33-48-403470.png,0.02
2025-06-16 17-33-48-730759.png,0.02
2025-06-16 17-33-49-052791.png,0.01
2025-06-16 17-33-49-389059.png,-0.03
2025-06-16 17-33-49-732418.png,-0.05
2025-06-16 17-33-50-064723.png,-0.01
2025-06-16 17-33-50-384783.png,0.00
2025-06-16 17-33-50-699916.png,0.00
2025-06-16 17-33-51-038649.png,0.00
2025-06-16 17-33-51-425578.png,0.00
2025-06-16 17-33-51-799132.png,0.00
2025-06-16 17-33-52-141913.png,0.00
2025-06-16 17-33-52-490455.png,0.00
2025-06-16 17-33-52-816823.png,0.00
2025-06-16 17-33-53-155942.png,0.00
2025-06-16 17-33-53-652676.png,0.00
2025-06-16 17-33-53-934688.png,0.00
2025-06-16 17-33-54-282950.png,0.00
2025-06-16 17-33-54-590446.png,0.00
2025-06-16 17-33-54-885515.png,0.00
2025-06-16 17-33-55-163344.png,0.00
2025-06-16 17-33-55-471084.png,0.00
2025-06-16 17-33-55-813850.png,0.00
2025-06-16 17-33-56-138050.png,0.00
2025-06-16 17-33-56-477088.png,0.00
2025-06-16 17-33-56-799787.png,0.03
2025-06-16 17-33-57-126652.png,0.04
2025-06-16 17-33-57-465079.png,-0.01
2025-06-16 17-33-57-896324.png,-0.02
2025-06-16 17-33-58-240118.png,-0.02
2025-06-16 17-33-58-589236.png,-0.02
2025-06-16 17-33-58-940155.png,-0.02
2025-06-16 17-33-59-275619.png,0.01
2025-06-16 17-33-59-606909.png,0.01
2025-06-16 17-34-00-027504.png,-0.03
2025-06-16 17-34-00-377110.png,-0.03
2025-06-16 17-34-00-721134.png,-0.03
2025-06-16 17-34-01-063614.png,-0.04
2025-06-16 17-34-01-409795.png,-0.04
2025-06-16 17-34-01-737192.png,-0.07
2025-06-16 17-34-02-055262.png,-0.08
2025-06-16 17-34-02-431870.png,-0.05
2025-06-16 17-34-02-733662.png,-0.02
2025-06-16 17-34-02-972376.png,-0.02
2025-06-16 17-34-03-386412.png,0.02
2025-06-16 17-34-03-746512.png,0.02
2025-06-16 17-34-04-071039.png,-0.06
2025-06-16 17-34-04-412259.png,-0.07
2025-06-16 17-34-04-740978.png,-0.04
2025-06-16 17-34-05-086692.png,-0.04
2025-06-16 17-34-05-434379.png,-0.01
2025-06-16 17-34-05-877203.png,0.04
2025-06-16 17-34-06-222207.png,-0.01
2025-06-16 17-34-06-546571.png,-0.02
2025-06-16 17-34-06-880494.png,-0.03
2025-06-16 17-34-07-208090.png,-0.04
2025-06-16 17-34-07-479652.png,-0.09
2025-06-16 17-34-07-842600.png,-0.10
2025-06-16 17-34-08-195290.png,-0.09
2025-06-16 17-34-08-617660.png,-0.03
2025-06-16 17-34-08-963515.png,0.01
2025-06-16 17-34-09-312924.png,0.01
2025-06-16 17-34-09-648615.png,0.01
2025-06-16 17-34-09-991014.png,0.01
2025-06-16 17-34-10-319865.png,0.01
2025-06-16 17-34-10-739664.png,-0.02
2025-06-16 17-34-11-064037.png,-0.04
2025-06-16 17-34-11-398408.png,-0.07
2025-06-16 17-34-11-734215.png,-0.07
2025-06-16 17-34-12-046962.png,-0.07
2025-06-16 17-34-12-390272.png,-0.04
2025-06-16 17-34-12-738285.png,-0.03
2025-06-16 17-34-13-076684.png,0.01
2025-06-16 17-34-13-458116.png,0.04
2025-06-16 17-34-13-821445.png,-0.03
2025-06-16 17-34-14-163463.png,-0.04
2025-06-16 17-34-14-493099.png,-0.08
2025-06-16 17-34-14-822774.png,-0.10
2025-06-16 17-34-15-169240.png,-0.07
2025-06-16 17-34-15-513679.png,0.01
2025-06-16 17-34-15-946566.png,0.01
2025-06-16 17-34-16-298742.png,0.01
2025-06-16 17-34-16-633222.png,0.01
2025-06-16 17-34-16-957667.png,0.00
2025-06-16 17-34-17-289943.png,-0.01
2025-06-16 17-34-17-625193.png,-0.03
2025-06-16 17-34-17-947622.png,-0.03
2025-06-16 17-34-18-271104.png,-0.08
2025-06-16 17-34-18-664530.png,-0.10
2025-06-16 17-34-19-016740.png,-0.04
2025-06-16 17-34-19-346298.png,-0.01
2025-06-16 17-34-19-694336.png,0.03
2025-06-16 17-34-20-048097.png,0.03
2025-06-16 17-34-20-383179.png,-0.01
2025-06-16 17-34-20-689597.png,-0.01
2025-06-16 17-34-21-024881.png,-0.01
2025-06-16 17-34-21-401271.png,-0.01
2025-06-16 17-34-21-747220.png,-0.01
2025-06-16 17-34-22-071855.png,0.01
2025-06-16 17-34-22-405967.png,0.02
2025-06-16 17-34-22-748400.png,-0.02
2025-06-16 17-34-23-089123.png,0.04
2025-06-16 17-34-23-396720.png,0.05
2025-06-16 17-34-23-734616.png,0.01
2025-06-16 17-34-24-053306.png,0.01
2025-06-16 17-34-24-375176.png,0.00
2025-06-16 17-34-24-753652.png,-0.04
2025-06-16 17-34-25-140870.png,-0.01
2025-06-16 17-34-25-459192.png,0.00
2025-06-16 17-34-25-798130.png,0.00
2025-06-16 17-34-26-133241.png,0.00
2025-06-16 17-34-26-464310.png,0.00
2025-06-16 17-34-26-814648.png,0.00
2025-06-16 17-34-27-208295.png,0.00
2025-06-16 17-34-27-579134.png,0.00
2025-06-16 17-34-27-899656.png,0.00
2025-06-16 17-34-28-249349.png,0.00
2025-06-16 17-34-28-583585.png,0.00
2025-06-16 17-34-28-909195.png,0.00
2025-06-16 17-34-29-458016.png,0.00
2025-06-16 17-34-29-828531.png,0.00
2025-06-16 17-34-30-116659.png,0.00
2025-06-16 17-34-30-402665.png,0.00
2025-06-16 17-34-30-689059.png,0.00
2025-06-16 17-34-31-009702.png,0.00
2025-06-16 17-34-31-348286.png,0.00
2025-06-16 17-34-31-676571.png,0.00
2025-06-16 17-34-32-025534.png,0.00
2025-06-16 17-34-32-452547.png,0.00
2025-06-16 17-34-32-818085.png,0.00
2025-06-16 17-34-33-146311.png,0.00
2025-06-16 17-34-33-496038.png,0.00
2025-06-16 17-34-33-818349.png,0.00
2025-06-16 17-34-34-145309.png,0.00
2025-06-16 17-34-34-491308.png,0.00
2025-06-16 17-34-34-869733.png,0.00
2025-06-16 17-34-35-249233.png,0.00
2025-06-16 17-34-35-574577.png,0.00
2025-06-16 17-34-35-901550.png,0.00
2025-06-16 17-34-36-256309.png,0.00
2025-06-16 17-34-36-585635.png,0.00
2025-06-16 17-34-36-926877.png,0.00
2025-06-16 17-34-37-249399.png,0.00
2025-06-16 17-34-37-668647.png,0.00
2025-06-16 17-34-38-010520.png,0.00
2025-06-16 17-34-38-352227.png,0.00
2025-06-16 17-34-38-684699.png,-0.05
2025-06-16 17-34-38-993275.png,-0.06
2025-06-16 17-34-39-328384.png,-0.06
2025-06-16 17-34-39-626029.png,-0.09
2025-06-16 17-34-39-964256.png,-0.10
2025-06-16 17-34-40-365072.png,-0.10
2025-06-16 17-34-40-718904.png,-0.07
2025-06-16 17-34-41-066737.png,-0.05
2025-06-16 17-34-41-424730.png,-0.05
2025-06-16 17-34-41-746733.png,-0.05
2025-06-16 17-34-42-067489.png,-0.05
2025-06-16 17-34-42-408714.png,-0.05
2025-06-16 17-34-42-855704.png,-0.05
2025-06-16 17-34-43-192616.png,-0.05
2025-06-16 17-34-43-509866.png,-0.05
2025-06-16 17-34-43-851082.png,-0.05
2025-06-16 17-34-44-168145.png,-0.05
2025-06-16 17-34-44-493659.png,-0.05
2025-06-16 17-34-44-834391.png,-0.09
2025-06-16 17-34-45-186047.png,-0.12
2025-06-16 17-34-45-494509.png,-0.13
2025-06-16 17-34-45-913893.png,-0.13
2025-06-16 17-34-46-265783.png,-0.12
2025-06-16 17-34-46-607403.png,-0.06
2025-06-16 17-34-46-931637.png,-0.04
2025-06-16 17-34-47-274553.png,-0.02
2025-06-16 17-34-47-605752.png,0.06
2025-06-16 17-34-47-939702.png,-0.01
2025-06-16 17-34-48-312749.png,-0.05
2025-06-16 17-34-48-614730.png,-0.05
2025-06-16 17-34-49-000844.png,0.02
2025-06-16 17-34-49-356227.png,0.03
2025-06-16 17-34-49-669549.png,0.03
2025-06-16 17-34-50-002192.png,0.00
2025-06-16 17-34-50-328719.png,0.00
2025-06-16 17-34-50-652428.png,0.00
2025-06-16 17-34-50-953058.png,0.00
2025-06-16 17-34-51-282165.png,0.00
2025-06-16 17-34-51-685230.png,0.00
2025-06-16 17-34-52-060548.png,0.00
2025-06-16 17-34-52-430790.png,0.00
2025-06-16 17-34-52-772314.png,-0.01
2025-06-16 17-34-53-094147.png,-0.02
2025-06-16 17-34-53-423599.png,0.03
2025-06-16 17-34-53-748968.png,0.04
2025-06-16 17-34-54-084724.png,0.03
2025-06-16 17-34-54-488057.png,0.03
2025-06-16 17-34-54-840686.png,0.03
2025-06-16 17-34-55-183587.png,0.03
2025-06-16 17-34-55-507402.png,0.04
2025-06-16 17-34-55-849452.png,0.06
2025-06-16 17-34-56-186432.png,0.07
2025-06-16 17-34-56-493182.png,0.07
2025-06-16 17-34-56-834828.png,0.16
2025-06-16 17-34-57-278398.png,0.23
2025-06-16 17-34-57-604900.png,0.23
2025-06-16 17-34-57-940652.png,0.10
2025-06-16 17-34-58-266908.png,0.06
2025-06-16 17-34-58-570033.png,-0.02
2025-06-16 17-34-58-906743.png,-0.03
2025-06-16 17-34-59-237215.png,0.02
2025-06-16 17-34-59-556036.png,0.12
2025-06-16 17-34-59-890471.png,0.18
2025-06-16 17-35-00-299188.png,0.12
2025-06-16 17-35-00-622942.png,0.00
2025-06-16 17-35-00-957269.png,-0.03
2025-06-16 17-35-01-296514.png,-0.03
2025-06-16 17-35-01-628035.png,-0.01
2025-06-16 17-35-01-965542.png,0.01
2025-06-16 17-35-02-286787.png,-0.02
2025-06-16 17-35-02-608686.png,-0.12
2025-06-16 17-35-02-943527.png,-0.12
2025-06-16 17-35-03-232098.png,-0.13
2025-06-16 17-35-03-556406.png,-0.05
2025-06-16 17-35-03-948492.png,-0.03
2025-06-16 17-35-04-282827.png,0.01
2025-06-16 17-35-04-649107.png,0.05
2025-06-16 17-35-04-983826.png,-0.05
2025-06-16 17-35-05-305712.png,-0.06
2025-06-16 17-35-05-665317.png,-0.10
2025-06-16 17-35-05-996938.png,-0.13
2025-06-16 17-35-06-320143.png,-0.05
2025-06-16 17-35-06-636348.png,-0.04
2025-06-16 17-35-07-046863.png,-0.04
2025-06-16 17-35-07-406568.png,-0.04
2025-06-16 17-35-07-741454.png,-0.04
2025-06-16 17-35-08-078449.png,-0.05
2025-06-16 17-35-08-411089.png,-0.07
2025-06-16 17-35-08-751331.png,-0.08
2025-06-16 17-35-09-086623.png,-0.10
2025-06-16 17-35-09-487758.png,-0.15
2025-06-16 17-35-09-844557.png,-0.15
2025-06-16 17-35-10-187429.png,-0.08
2025-06-16 17-35-10-540557.png,-0.06
2025-06-16 17-35-10-902010.png,0.01
2025-06-16 17-35-11-274985.png,0.05
2025-06-16 17-35-11-582080.png,-0.03
2025-06-16 17-35-11-945598.png,-0.05
2025-06-16 17-35-12-290353.png,-0.08
2025-06-16 17-35-12-629320.png,-0.09
2025-06-16 17-35-12-965429.png,-0.09
2025-06-16 17-35-13-289298.png,-0.14
2025-06-16 17-35-13-621010.png,-0.14
2025-06-16 17-35-13-946918.png,-0.11
2025-06-16 17-35-14-277701.png,-0.02
2025-06-16 17-35-14-687371.png,0.03
2025-06-16 17-35-15-037783.png,0.03
2025-06-16 17-35-15-360204.png,0.03
2025-06-16 17-35-15-705917.png,-0.07
2025-06-16 17-35-16-048338.png,-0.10
2025-06-16 17-35-16-394390.png,-0.10
2025-06-16 17-35-16-742186.png,-0.01
2025-06-16 17-35-17-168728.png,0.03
2025-06-16 17-35-17-533496.png,-0.05
2025-06-16 17-35-17-886327.png,-0.09
2025-06-16 17-35-18-209215.png,-0.11
2025-06-16 17-35-18-530755.png,-0.15
2025-06-16 17-35-18-871359.png,-0.15
2025-06-16 17-35-19-216018.png,-0.15
2025-06-16 17-35-19-531264.png,-0.15
2025-06-16 17-35-19-982278.png,-0.04
2025-06-16 17-35-20-315092.png,0.01
2025-06-16 17-35-20-650756.png,0.08
2025-06-16 17-35-20-976265.png,0.10
2025-06-16 17-35-21-318971.png,0.10
2025-06-16 17-35-21-656088.png,0.04
2025-06-16 17-35-21-999674.png,-0.03
2025-06-16 17-35-22-422719.png,-0.06
2025-06-16 17-35-22-758732.png,-0.06
2025-06-16 17-35-23-080283.png,-0.06
2025-06-16 17-35-23-410741.png,0.00
2025-06-16 17-35-23-727631.png,0.01
2025-06-16 17-35-24-064788.png,0.01
2025-06-16 17-35-24-394185.png,0.01
2025-06-16 17-35-24-730366.png,0.01
2025-06-16 17-35-25-063465.png,0.01
2025-06-16 17-35-25-406264.png,0.01
2025-06-16 17-35-25-696830.png,0.01
2025-06-16 17-35-26-114001.png,0.01
2025-06-16 17-35-26-460746.png,0.01
2025-06-16 17-35-26-795035.png,0.01
2025-06-16 17-35-27-152824.png,0.01
2025-06-16 17-35-27-497339.png,0.01
2025-06-16 17-35-27-888046.png,0.01
2025-06-16 17-35-28-213589.png,0.01
2025-06-16 17-35-28-568778.png,-0.05
2025-06-16 17-35-28-900140.png,-0.07
2025-06-16 17-35-29-221495.png,0.00
2025-06-16 17-35-29-565421.png,0.00
2025-06-16 17-35-29-915558.png,0.04
2025-06-16 17-35-30-271279.png,0.16
2025-06-16 17-35-30-694199.png,0.24
2025-06-16 17-35-31-047118.png,0.28
2025-06-16 17-35-31-396994.png,0.42
2025-06-16 17-35-31-702441.png,0.43
2025-06-16 17-35-32-050896.png,0.40
2025-06-16 17-35-32-393467.png,0.29
2025-06-16 17-35-32-726980.png,0.11
2025-06-16 17-35-33-099636.png,-0.09
2025-06-16 17-35-33-350116.png,-0.14
2025-06-16 17-35-33-750280.png,-0.30
2025-06-16 17-35-34-114979.png,-0.36
2025-06-16 17-35-34-451783.png,-0.34
2025-06-16 17-35-34-800706.png,-0.16
2025-06-16 17-35-35-126832.png,-0.03
2025-06-16 17-35-35-469018.png,0.06
2025-06-16 17-35-35-802207.png,0.18
2025-06-16 17-35-36-205654.png,0.14
2025-06-16 17-35-36-562019.png,0.00
2025-06-16 17-35-36-878097.png,-0.13
2025-06-16 17-35-37-220838.png,-0.17
2025-06-16 17-35-37-548366.png,-0.19
2025-06-16 17-35-37-872632.png,-0.12
2025-06-16 17-35-38-190090.png,0.00
2025-06-16 17-35-38-537662.png,0.01
2025-06-16 17-35-38-884168.png,-0.04
2025-06-16 17-35-39-290217.png,-0.06
2025-06-16 17-35-39-644044.png,-0.06
2025-06-16 17-35-39-997090.png,-0.06
2025-06-16 17-35-40-329929.png,-0.07
2025-06-16 17-35-40-653517.png,-0.12
2025-06-16 17-35-40-993702.png,-0.13
2025-06-16 17-35-41-335524.png,-0.08
2025-06-16 17-35-41-651588.png,-0.03
2025-06-16 17-35-42-021965.png,-0.03
2025-06-16 17-35-42-382737.png,-0.03
2025-06-16 17-35-42-720928.png,-0.01
2025-06-16 17-35-43-066669.png,-0.01
2025-06-16 17-35-43-399263.png,-0.01
2025-06-16 17-35-43-741402.png,-0.01
2025-06-16 17-35-44-074885.png,-0.01
2025-06-16 17-35-44-478075.png,-0.01
2025-06-16 17-35-44-838836.png,-0.01
2025-06-16 17-35-45-176753.png,0.04
2025-06-16 17-35-45-496661.png,0.02
2025-06-16 17-35-45-835109.png,0.01
2025-06-16 17-35-46-154950.png,-0.01
2025-06-16 17-35-46-492517.png,-0.07
2025-06-16 17-35-46-798022.png,-0.08
2025-06-16 17-35-47-132111.png,0.00
2025-06-16 17-35-47-466485.png,0.01
2025-06-16 17-35-47-788627.png,0.08
2025-06-16 17-35-48-213360.png,0.06
2025-06-16 17-35-48-568365.png,0.02
2025-06-16 17-35-48-908779.png,0.02
2025-06-16 17-35-49-236308.png,-0.02
2025-06-16 17-35-49-569794.png,-0.03
2025-06-16 17-35-49-899144.png,-0.03
2025-06-16 17-35-50-221997.png,-0.03
2025-06-16 17-35-50-553453.png,0.01
2025-06-16 17-35-50-958611.png,0.01
2025-06-16 17-35-51-320050.png,0.01
2025-06-16 17-35-51-650589.png,-0.04
2025-06-16 17-35-51-998669.png,-0.04
2025-06-16 17-35-52-337479.png,-0.08
2025-06-16 17-35-52-659983.png,-0.10
2025-06-16 17-35-53-097429.png,-0.07
2025-06-16 17-35-53-438306.png,-0.03
2025-06-16 17-35-53-792576.png,-0.03
2025-06-16 17-35-54-125329.png,-0.03
2025-06-16 17-35-54-446610.png,-0.07
2025-06-16 17-35-54-786952.png,-0.09
2025-06-16 17-35-55-112971.png,-0.09
2025-06-16 17-35-55-446009.png,-0.09
2025-06-16 17-35-55-744321.png,-0.09
2025-06-16 17-35-56-079249.png,-0.09
2025-06-16 17-35-56-506330.png,-0.04
2025-06-16 17-35-56-844277.png,-0.04
2025-06-16 17-35-57-184182.png,-0.04
2025-06-16 17-35-57-514243.png,-0.04
2025-06-16 17-35-57-842915.png,-0.05
2025-06-16 17-35-58-166415.png,-0.06
2025-06-16 17-35-58-506281.png,-0.10
2025-06-16 17-35-58-839321.png,-0.11
2025-06-16 17-35-59-273453.png,-0.11
2025-06-16 17-35-59-637161.png,-0.11
2025-06-16 17-35-59-977301.png,-0.10
2025-06-16 17-36-00-301998.png,0.00
2025-06-16 17-36-00-622885.png,0.01
2025-06-16 17-36-00-966978.png,0.01
2025-06-16 17-36-01-305723.png,0.01
2025-06-16 17-36-01-734729.png,-0.01
2025-06-16 17-36-02-066879.png,-0.03
2025-06-16 17-36-02-397031.png,-0.03
2025-06-16 17-36-02-735081.png,-0.02
2025-06-16 17-36-03-059514.png,0.04
2025-06-16 17-36-03-393574.png,0.03
2025-06-16 17-36-03-711374.png,-0.01
2025-06-16 17-36-04-060559.png,-0.01
2025-06-16 17-36-04-397114.png,-0.02
2025-06-16 17-36-04-825421.png,-0.02
2025-06-16 17-36-05-167538.png,-0.02
2025-06-16 17-36-05-500090.png,-0.02
2025-06-16 17-36-05-828806.png,-0.02
2025-06-16 17-36-06-162527.png,-0.02
2025-06-16 17-36-06-483704.png,0.00
2025-06-16 17-36-06-821742.png,0.05
2025-06-16 17-36-07-165965.png,0.03
2025-06-16 17-36-07-542921.png,0.03
2025-06-16 17-36-07-887921.png,-0.03
2025-06-16 17-36-08-253495.png,-0.05
2025-06-16 17-36-08-587148.png,-0.05
2025-06-16 17-36-08-908894.png,-0.05
2025-06-16 17-36-09-260361.png,-0.05
2025-06-16 17-36-09-580102.png,-0.01
2025-06-16 17-36-09-914620.png,-0.01
2025-06-16 17-36-10-260124.png,-0.01
2025-06-16 17-36-10-642468.png,-0.01
2025-06-16 17-36-11-022580.png,-0.01
2025-06-16 17-36-11-371906.png,-0.01
2025-06-16 17-36-11-715427.png,-0.01
2025-06-16 17-36-12-042596.png,-0.01
2025-06-16 17-36-12-371775.png,-0.05
2025-06-16 17-36-12-692230.png,-0.06
2025-06-16 17-36-13-012021.png,-0.13
2025-06-16 17-36-13-346083.png,-0.16
2025-06-16 17-36-13-663618.png,-0.16
2025-06-16 17-36-14-090408.png,-0.08
2025-06-16 17-36-14-474817.png,-0.01
2025-06-16 17-36-14-828294.png,0.00
2025-06-16 17-36-15-153908.png,0.00
2025-06-16 17-36-15-474250.png,-0.06
2025-06-16 17-36-15-791603.png,-0.08
2025-06-16 17-36-16-120904.png,-0.08
2025-06-16 17-36-16-499887.png,-0.08
2025-06-16 17-36-16-865465.png,-0.07
2025-06-16 17-36-17-212980.png,-0.04
2025-06-16 17-36-17-553406.png,-0.10
2025-06-16 17-36-17-897040.png,-0.11
2025-06-16 17-36-18-245129.png,-0.07
2025-06-16 17-36-18-568485.png,-0.06
2025-06-16 17-36-18-912498.png,-0.05
2025-06-16 17-36-19-331118.png,-0.01
2025-06-16 17-36-19-653990.png,-0.01
2025-06-16 17-36-19-989913.png,-0.01
2025-06-16 17-36-20-323025.png,-0.01
2025-06-16 17-36-20-654787.png,0.00
2025-06-16 17-36-20-975735.png,0.13
2025-06-16 17-36-21-319840.png,0.26
2025-06-16 17-36-21-664873.png,0.37
2025-06-16 17-36-21-996738.png,0.38
2025-06-16 17-36-22-369610.png,0.38
2025-06-16 17-36-22-677117.png,0.36
2025-06-16 17-36-23-036697.png,0.18
